URL,Value,Matched
https://subs-production.s3.us-west-2.amazonaws.com/1722626444590,7582,True
https://subs-production.s3.us-west-2.amazonaws.com/1722626678996,5444,False
https://subs-production.s3.us-west-2.amazonaws.com/1722626998476,46887,False
https://subs-production.s3.us-west-2.amazonaws.com/1722626716458,5703,True
https://subs-production.s3.us-west-2.amazonaws.com/1722626529744,2689,False
https://subs-production.s3.us-west-2.amazonaws.com/1722626940022,1537,False
https://subs-production.s3.us-west-2.amazonaws.com/1722646949939,5827,False
https://subs-production.s3.us-west-2.amazonaws.com/1722600432296,1785,False
https://subs-production.s3.us-west-2.amazonaws.com/1722600250854,13161,False
https://subs-production.s3.us-west-2.amazonaws.com/1722598212399,5600,False
https://subs-production.s3.us-west-2.amazonaws.com/1722600222811,4650,False
https://subs-production.s3.us-west-2.amazonaws.com/1722621371776,7428,False
https://subs-production.s3.us-west-2.amazonaws.com/1722602048178,8353,False
https://subs-production.s3.us-west-2.amazonaws.com/1722841427288,5479,False
https://subs-production.s3.us-west-2.amazonaws.com/1722841470219,2521,False
https://subs-production.s3.us-west-2.amazonaws.com/1722593733595,14527,True
https://subs-production.s3.us-west-2.amazonaws.com/1722594232609,4666,True
https://subs-production.s3.us-west-2.amazonaws.com/1722594616118,386,False
https://subs-production.s3.us-west-2.amazonaws.com/1722589301387,11749,False
https://subs-production.s3.us-west-2.amazonaws.com/1722621401664,18381,False
https://subs-production.s3.us-west-2.amazonaws.com/1722603267950,35421,False
https://subs-production.s3.us-west-2.amazonaws.com/1722603799785,67,False
https://subs-production.s3.us-west-2.amazonaws.com/1722635020019,13065,False
https://subs-production.s3.us-west-2.amazonaws.com/1722616755211,1638,False
https://subs-production.s3.us-west-2.amazonaws.com/1722841788736,1317,False
https://subs-production.s3.us-west-2.amazonaws.com/1722646868408,4374,True
https://subs-production.s3.us-west-2.amazonaws.com/1722602181572,1909,True
https://subs-production.s3.us-west-2.amazonaws.com/1722602189663,3841,True
https://subs-production.s3.us-west-2.amazonaws.com/1722620585587,87,True
https://subs-production.s3.us-west-2.amazonaws.com/1722617299131,19132,False
https://subs-production.s3.us-west-2.amazonaws.com/1722635447742,3180,False
https://subs-production.s3.us-west-2.amazonaws.com/1722635651027,13033,True
https://subs-production.s3.us-west-2.amazonaws.com/1722635658851,149307,False
https://subs-production.s3.us-west-2.amazonaws.com/1722614703858,28545,False
https://subs-production.s3.us-west-2.amazonaws.com/1722607633931,7127,False
https://subs-production.s3.us-west-2.amazonaws.com/1722612713239,25877,False
https://subs-production.s3.us-west-2.amazonaws.com/1722623013378,703,True
https://subs-production.s3.us-west-2.amazonaws.com/1722633954858,15378,True
https://subs-production.s3.us-west-2.amazonaws.com/1722640768739,4402,False
https://subs-production.s3.us-west-2.amazonaws.com/1722621917195,1357,True
https://subs-production.s3.us-west-2.amazonaws.com/1722665866173,6607,False
https://subs-production.s3.us-west-2.amazonaws.com/1722637962846,7801,False
https://subs-production.s3.us-west-2.amazonaws.com/1722659054332,3172,False
https://subs-production.s3.us-west-2.amazonaws.com/1722620413429,55918,False
https://subs-production.s3.us-west-2.amazonaws.com/1722615961097,34527,True
https://subs-production.s3.us-west-2.amazonaws.com/1722659512174,61091,False
https://subs-production.s3.us-west-2.amazonaws.com/1722782244431,3956,True
https://subs-production.s3.us-west-2.amazonaws.com/1722674320267,31508,False
https://subs-production.s3.us-west-2.amazonaws.com/1722598451654,21711,False
https://subs-production.s3.us-west-2.amazonaws.com/1722598509742,12148,False
https://subs-production.s3.us-west-2.amazonaws.com/1722635190768,5899,False
https://subs-production.s3.us-west-2.amazonaws.com/1722615790212,7099,False
https://subs-production.s3.us-west-2.amazonaws.com/1722619668418,4558,False
https://subs-production.s3.us-west-2.amazonaws.com/1722581302624,2163,False
https://subs-production.s3.us-west-2.amazonaws.com/1722746105972,7189,True
https://subs-production.s3.us-west-2.amazonaws.com/1722619183257,20605,True
https://subs-production.s3.us-west-2.amazonaws.com/1722637809050,6580,False
https://subs-production.s3.us-west-2.amazonaws.com/1722637835914,1367,False
https://subs-production.s3.us-west-2.amazonaws.com/1722598335314,31320,True
https://subs-production.s3.us-west-2.amazonaws.com/1722600855518,7415,False
https://subs-production.s3.us-west-2.amazonaws.com/1722624877504,3882,False
https://subs-production.s3.us-west-2.amazonaws.com/1722614837806,6548,True
https://subs-production.s3.us-west-2.amazonaws.com/1722614859162,1701,False
https://subs-production.s3.us-west-2.amazonaws.com/1722614866538,6111,False
https://subs-production.s3.us-west-2.amazonaws.com/1722614872947,7585,False
https://subs-production.s3.us-west-2.amazonaws.com/1722614880205,4272,False
https://subs-production.s3.us-west-2.amazonaws.com/1722621978842,195,False
https://subs-production.s3.us-west-2.amazonaws.com/1722624143069,41809,False
https://subs-production.s3.us-west-2.amazonaws.com/1722802266849,685,True
https://subs-production.s3.us-west-2.amazonaws.com/1722804972916,143,False
https://subs-production.s3.us-west-2.amazonaws.com/1722805577360,5469,True
https://subs-production.s3.us-west-2.amazonaws.com/1722812721807,11904,False
https://subs-production.s3.us-west-2.amazonaws.com/1722836341043,5832,True
https://subs-production.s3.us-west-2.amazonaws.com/1722635720446,4083,True
https://subs-production.s3.us-west-2.amazonaws.com/1722841898546,22530,True
https://subs-production.s3.us-west-2.amazonaws.com/1722616715947,1643,False
https://subs-production.s3.us-west-2.amazonaws.com/1722625584588,2143,False
https://subs-production.s3.us-west-2.amazonaws.com/1722616758109,2934,False
https://subs-production.s3.us-west-2.amazonaws.com/1722639073520,774,False
https://subs-production.s3.us-west-2.amazonaws.com/1722619291726,5363,True
https://subs-production.s3.us-west-2.amazonaws.com/1722620796470,3506,False
https://subs-production.s3.us-west-2.amazonaws.com/1722611870427,2411,True
https://subs-production.s3.us-west-2.amazonaws.com/1722611863327,1019,True
https://subs-production.s3.us-west-2.amazonaws.com/1722611819788,10798,False
https://subs-production.s3.us-west-2.amazonaws.com/1722611846557,4533,True
https://subs-production.s3.us-west-2.amazonaws.com/1722611897185,4557,True
https://subs-production.s3.us-west-2.amazonaws.com/1722812526477,5348,False
https://subs-production.s3.us-west-2.amazonaws.com/1722612209619,8717,False
https://subs-production.s3.us-west-2.amazonaws.com/1722612248751,2770,False
https://subs-production.s3.us-west-2.amazonaws.com/1722612270022,1183,False
https://subs-production.s3.us-west-2.amazonaws.com/1722612326647,73,False
https://subs-production.s3.us-west-2.amazonaws.com/1722612355406,8082,False
https://subs-production.s3.us-west-2.amazonaws.com/1722612309764,2082,True
https://subs-production.s3.us-west-2.amazonaws.com/1722619279368,8536,True
https://subs-production.s3.us-west-2.amazonaws.com/1722629744855,423,False
https://subs-production.s3.us-west-2.amazonaws.com/1722627585043,4137,False
https://subs-production.s3.us-west-2.amazonaws.com/1722659526178,4005,False
https://subs-production.s3.us-west-2.amazonaws.com/1722606554068,12865,False
https://subs-production.s3.us-west-2.amazonaws.com/1722619646835,1344,False
https://subs-production.s3.us-west-2.amazonaws.com/1722618788578,6223,True
https://subs-production.s3.us-west-2.amazonaws.com/1722633915448,12776,False
https://subs-production.s3.us-west-2.amazonaws.com/1722610929226,6993,False
https://subs-production.s3.us-west-2.amazonaws.com/1722598793309,4012,False
https://subs-production.s3.us-west-2.amazonaws.com/1722639940489,25188,False
https://subs-production.s3.us-west-2.amazonaws.com/1722615774301,11509,False
https://subs-production.s3.us-west-2.amazonaws.com/1722638090740,27606,False
https://subs-production.s3.us-west-2.amazonaws.com/1722606841234,3298,False
https://subs-production.s3.us-west-2.amazonaws.com/1722615016386,2541,False
https://subs-production.s3.us-west-2.amazonaws.com/1722615029953,4430,False
https://subs-production.s3.us-west-2.amazonaws.com/1722624168687,5236,True
https://subs-production.s3.us-west-2.amazonaws.com/1722624195804,3352,False
https://subs-production.s3.us-west-2.amazonaws.com/1722624215406,6744,False
https://subs-production.s3.us-west-2.amazonaws.com/1722624205858,7312,True
https://subs-production.s3.us-west-2.amazonaws.com/1722614890069,4323,False
https://subs-production.s3.us-west-2.amazonaws.com/1722631339173,9844,False
https://subs-production.s3.us-west-2.amazonaws.com/1722626990336,10949,False
https://subs-production.s3.us-west-2.amazonaws.com/1722593890714,1714,False
https://subs-production.s3.us-west-2.amazonaws.com/1722590195370,60017,False
https://subs-production.s3.us-west-2.amazonaws.com/1722620555321,1039,True
https://subs-production.s3.us-west-2.amazonaws.com/1722657117533,2441,True
https://subs-production.s3.us-west-2.amazonaws.com/1722600003718,4835,False
https://subs-production.s3.us-west-2.amazonaws.com/1722686076901,47497,False
https://subs-production.s3.us-west-2.amazonaws.com/1722686237185,4804,True
https://subs-production.s3.us-west-2.amazonaws.com/1722686412911,2380,False
https://subs-production.s3.us-west-2.amazonaws.com/1722686505506,6817,False
https://subs-production.s3.us-west-2.amazonaws.com/1722686907584,389,True
https://subs-production.s3.us-west-2.amazonaws.com/1722657159342,887,True
https://subs-production.s3.us-west-2.amazonaws.com/1722657235920,2043,False
https://subs-production.s3.us-west-2.amazonaws.com/1722657126476,1662,False
https://subs-production.s3.us-west-2.amazonaws.com/1722657190735,1129,False
https://subs-production.s3.us-west-2.amazonaws.com/1722659056946,31581,False
https://subs-production.s3.us-west-2.amazonaws.com/1722657152731,3728,False
https://subs-production.s3.us-west-2.amazonaws.com/1722657202405,1883,True
https://subs-production.s3.us-west-2.amazonaws.com/1722606439657,57188,False
https://subs-production.s3.us-west-2.amazonaws.com/1722606747516,3984,True
https://subs-production.s3.us-west-2.amazonaws.com/1722606792826,5915,True
https://subs-production.s3.us-west-2.amazonaws.com/1722606859387,252,True
https://subs-production.s3.us-west-2.amazonaws.com/1722611200837,1178,False
https://subs-production.s3.us-west-2.amazonaws.com/1722611689507,10139,False
https://subs-production.s3.us-west-2.amazonaws.com/1722612316606,13403,False
https://subs-production.s3.us-west-2.amazonaws.com/1722612352216,5987,False
https://subs-production.s3.us-west-2.amazonaws.com/1722721597740,2185,False
https://subs-production.s3.us-west-2.amazonaws.com/1722620529924,13858,False
https://subs-production.s3.us-west-2.amazonaws.com/1722620555820,19587,False
https://subs-production.s3.us-west-2.amazonaws.com/1722624579894,4806,False
https://subs-production.s3.us-west-2.amazonaws.com/1722644181546,655,False
https://subs-production.s3.us-west-2.amazonaws.com/1722638113377,12180,False
https://subs-production.s3.us-west-2.amazonaws.com/1722656986892,9418,True
https://subs-production.s3.us-west-2.amazonaws.com/1722657030514,43339,False
https://subs-production.s3.us-west-2.amazonaws.com/1722657038121,21935,False
https://subs-production.s3.us-west-2.amazonaws.com/1722657067723,7728,False
https://subs-production.s3.us-west-2.amazonaws.com/1722657102921,2028,True
https://subs-production.s3.us-west-2.amazonaws.com/1722597478672,5297,False
https://subs-production.s3.us-west-2.amazonaws.com/1722624225167,1745,False
https://subs-production.s3.us-west-2.amazonaws.com/1722634894645,7683,False
https://subs-production.s3.us-west-2.amazonaws.com/1722633241310,17106,False
https://subs-production.s3.us-west-2.amazonaws.com/1722633561756,41028,False
https://subs-production.s3.us-west-2.amazonaws.com/1722632772743,1772,True
https://subs-production.s3.us-west-2.amazonaws.com/1722633166145,39734,False
https://subs-production.s3.us-west-2.amazonaws.com/1722606752739,10429,False
